gene_id	transcript_id(s)	Control_R1	Control_R2	Control_R3	Control_R4	DPN_R1	DPN_R2	DPN_R3	DPN_R4	OHT_R1	OHT_R2	OHT_R3	OHT_R4
CAPN2	NM_001146068.1,NM_001748.4	9750.00	5643.00	14204.00	12467.00	7912.00	5681.00	28005.00	21095.00	6351.00	6814.00	13275.00	25365.00
CAPN3	NM_000070.2,NM_024344.1,NM_173087.1,NM_173088.1,NM_173089.1,NM_173090.1	17.00	7.00	6.00	16.00	22.00	17.00	24.00	17.00	11.00	8.00	17.00	35.00
CAPN5	NM_004055.4	113.00	35.00	63.00	35.00	104.00	53.00	139.00	72.00	85.00	50.00	58.00	72.00
CAPN6	NM_014289.3	4.00	0.00	40.00	46.00	7.00	1.00	51.00	73.00	3.00	0.00	26.00	127.00
CAPN7	NM_014296.2,XM_005265008.2,XM_006713080.1,rna15402,rna15404	520.00	314.00	453.00	385.00	460.00	335.00	792.00	641.00	390.00	376.00	387.00	746.00
CAPN8	NM_001143962.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	3.00
CAPN8-2	NM_001143962.1-2	0.00	0.00	0.00	2.00	0.00	0.00	2.00	7.00	0.00	0.00	0.00	8.00
CAPN9	NM_006615.2,NM_016452.1,XM_005273010.1,rna8403	2.00	8.00	0.00	2.00	3.00	11.00	1.00	13.00	1.00	5.00	2.00	7.00
CAPNS1	NM_001003962.1,NM_001749.2,XM_005259295.1,XM_005259296.1,XM_005259297.1	4178.00	1955.00	2723.00	2532.00	3944.00	2252.00	5400.00	4899.00	3244.00	2241.00	2540.00	6343.00
CAPNS2	NM_032330.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
CAPRIN1	NM_005898.4,NM_203364.2	3129.00	1670.00	1379.00	1115.00	2792.00	1898.00	2596.00	1861.00	2377.00	1957.00	1231.00	2264.00
CAPRIN2	NM_001002259.2,NM_001206856.2,NM_023925.4,NM_032156.4,XM_006719137.1,XM_006719138.1,XM_006719139.1,XM_006719140.1,XM_006719141.1,XM_006719142.1,XM_006719143.1,XM_006719144.1,XM_006719145.1,XM_006719146.1,XM_006719147.1,XM_006719148.1,rna52463	388.00	257.00	370.00	227.00	360.00	348.00	792.00	479.00	300.00	320.00	392.00	515.00
CAPS	NM_004058.3,NM_080590.2,XM_005259656.1,XM_005259657.1	48.00	22.00	22.00	43.00	51.00	28.00	57.00	87.00	32.00	24.00	26.00	100.00
CAPS2	NM_001286547.1,NM_001286548.1,NM_001286549.1,NM_032606.3,XM_005269190.1,XM_005269191.1,XM_005269192.1,XM_005269194.2,XM_006719648.1,XM_006719649.1,XM_006719650.1,XM_006719651.1	62.00	50.00	47.00	60.00	71.00	42.00	108.00	83.00	56.00	63.00	45.00	93.00
CAPSL	NM_001042625.1,NM_144647.3,XM_006714444.1,XM_006714445.1	2.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	3.00
CAPZA1	NM_006135.2	544.00	757.00	969.00	1037.00	491.00	814.00	1699.00	1781.00	430.00	878.00	887.00	2210.00
CAPZA2	NM_006136.2	1306.00	778.00	1142.00	994.00	1171.00	972.00	2237.00	1647.00	944.00	950.00	1059.00	1870.00
CAPZA3	NM_033328.2	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
CAPZB	NM_001206540.2,NM_001206541.2,NM_001282162.1,NM_004930.4,XM_006710938.1	1231.00	1595.00	1995.00	1971.00	1040.00	1761.00	3992.00	3454.00	825.00	1922.00	1918.00	4216.00
CARD10	NM_014550.3	222.00	82.00	164.00	206.00	208.00	84.00	343.00	341.00	152.00	82.00	164.00	503.00
CARD11	NM_032415.5,XM_006715794.1,XM_006715795.1,XM_006715796.1	10.00	1.00	3.00	17.00	6.00	8.00	25.00	24.00	6.00	4.00	12.00	32.00
CARD14	NM_001257970.1,NM_024110.4,NM_052819.2,rna71507	3.00	1.00	5.00	0.00	1.00	5.00	13.00	13.00	2.00	1.00	4.00	19.00
CARD16	NM_001017534.1,NM_052889.2	3.00	1.15	15.00	4.00	10.73	5.00	21.00	6.00	4.71	10.00	17.00	13.00
CARD17	NM_001007232.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CARD18	NM_021571.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CARD6	NM_032587.3	557.00	185.00	297.00	259.00	375.00	194.00	527.00	368.00	387.00	200.00	238.00	342.00
CARD8	NM_001184900.1,NM_001184901.1,NM_001184902.1,NM_001184903.1,NM_001184904.1,NM_014959.3,XM_006723091.1,XM_006723092.1,XM_006723093.1,XM_006723094.1,XM_006723095.1,XM_006723096.1,XM_006723097.1,XM_006723098.1,XM_006723099.1,XM_006723100.1,XM_006723101.1,XM_006723102.1,XM_006723103.1,XM_006723104.1,XM_006723105.1,XM_006723106.1,XM_006723107.1,XM_006723108.1,XM_006723109.1,XM_006723110.1,rna76962,rna76963,rna76964,rna76975	201.00	135.00	157.00	193.00	195.00	160.00	272.00	322.00	163.00	167.00	140.00	324.00
CARD9	NM_052813.4,NM_052814.3	1.00	0.00	4.00	4.00	2.00	6.00	19.00	12.00	2.00	5.00	9.00	15.00
CARF	NM_001104586.2,NM_001282910.1,NM_001282911.1,NM_001282912.1,NM_024744.15,XM_005246858.1,XM_005246859.1,XM_005246860.2,XM_005246863.1,XM_005246864.1,XM_006712757.1,XM_006712758.1,XM_006712759.1,XM_006712760.1	157.00	77.00	114.00	83.00	131.00	103.00	168.77	171.00	98.00	125.00	80.00	149.00
CARHSP1	NM_001042476.2,NM_001278260.1,NM_001278261.1,NM_001278262.1,NM_001278263.1,NM_001278264.1,NM_001278265.1,NM_001278266.1,NM_014316.3,XM_005255228.2,XM_005255229.2	484.00	522.00	412.00	419.00	428.00	533.00	653.00	623.00	337.00	645.00	346.00	846.00
CARKD	NM_001242881.1,NM_001242882.1,NM_001242883.1,NM_018210.3,rna57280,rna57281	764.00	588.00	523.00	629.00	623.00	630.00	967.00	1080.00	513.00	624.00	405.00	1097.00
CARM1	NM_199141.1,XM_005259708.2	615.62	368.43	490.55	484.94	625.07	460.04	1035.79	885.45	457.41	427.52	452.50	1136.29
CARNS1	NM_001166222.1,NM_020811.1,XM_005274125.1	92.00	80.00	50.00	94.00	79.00	88.00	122.00	172.00	62.00	88.00	61.00	181.00
CARS	NM_001014437.2,NM_001194997.1,NM_001751.5,NM_139273.3,XM_006718340.1,XM_006718341.1,rna46769,rna46771	399.00	141.00	286.00	231.00	449.00	177.00	586.00	401.00	280.00	198.00	269.00	466.00
CARS2	NM_024537.2,XM_006719953.1,rna57286,rna57288,rna57289,rna57290	264.42	211.61	262.00	247.10	257.70	232.23	480.75	425.05	182.58	203.49	230.32	507.78
CARTPT	NM_004291.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC1	NM_001082972.1,NM_001082973.1,NM_001204101.1,NM_001204102.1,NM_018272.3,XM_005253406.1,XM_005253407.1,XM_005253408.1,XM_005253409.1,XM_005253410.1,XM_005253411.1,XM_006719100.1,XM_006719101.1,XM_006719102.1	34.00	27.00	28.00	13.00	51.00	50.00	53.00	36.00	29.00	43.00	21.00	50.00
CASC10	NM_001010911.2,rna43045	145.00	101.00	125.00	244.00	120.00	96.00	268.00	294.00	102.00	128.00	107.00	309.00
CASC11	rna38193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
CASC14	rna27703	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC15	rna27694	1.00	0.00	3.00	2.00	2.00	0.00	4.00	1.00	0.00	0.00	1.00	3.00
CASC16	rna65275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC17	rna70883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC18	rna54750,rna54751,rna54752,rna54753	0.00	3.00	15.00	0.00	0.00	6.00	21.00	3.00	1.00	0.00	7.00	3.00
CASC2	rna45931,rna45932,rna45933	28.00	23.00	17.00	14.00	32.00	16.00	42.00	50.00	32.00	27.00	19.00	27.00
CASC20	rna78951	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC3	NM_007359.4,XM_005257163.1	2707.00	1383.00	1249.00	1284.00	2499.00	1618.00	2442.00	2324.00	1799.00	1672.00	1204.00	2647.00
CASC4	NM_138423.3,NM_177974.2,XM_006720380.1,XM_006720381.1	3689.00	1387.00	2431.00	2468.00	3312.00	1553.00	4739.00	4253.00	2878.00	1560.00	2025.00	4275.00
CASC5	NM_144508.4,NM_170589.4	20.00	3.00	27.00	16.00	13.00	4.00	58.00	28.00	12.00	4.00	20.00	16.00
CASC6	rna30184	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC8	rna38192	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASC9	rna37384,rna37385,rna37386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CASD1	NM_022900.4,XM_006716092.1,XM_006716093.1	352.00	210.00	241.00	209.00	295.00	224.00	446.00	340.00	255.00	236.00	199.00	415.00
CASK	NM_001126054.2,NM_001126055.2,NM_003688.3,XM_005272686.2,XM_006724565.1,XM_006724566.1	368.00	239.00	312.00	278.00	426.00	305.00	644.00	468.00	326.00	295.00	305.00	613.00
CASKIN1	NM_020764.3,XM_005255458.2	81.06	34.41	55.88	75.61	113.13	51.35	158.76	188.70	67.22	28.52	71.63	171.20
CASKIN2	NM_001142643.2,NM_020753.4	704.54	315.43	470.39	446.00	667.06	340.82	1085.14	782.23	557.00	380.45	431.00	1021.36
CASP1	NM_001223.4,NM_001257118.2,NM_001257119.2,NM_033292.3,NM_033293.3,NM_033294.3,NM_033295.3,XM_006718924.1	6.00	12.85	25.00	6.00	8.27	9.00	26.00	17.00	3.29	13.00	24.00	5.00
CASP10	NM_001206524.1,NM_001206542.1,NM_001230.4,NM_032974.4,NM_032976.3,NM_032977.3,XM_005246907.1,XM_005246909.1,XM_005246910.1,XM_005246911.1,XM_006712796.1	163.00	122.00	130.00	85.00	138.00	176.00	271.00	155.00	131.00	155.00	149.00	223.00
CASP12	rna50336,rna50337,rna50338,rna50339,rna50340,rna50341,rna50342,rna50343,rna50344	6.00	2.00	3.00	1.00	3.00	1.00	8.00	5.00	3.00	2.00	4.00	5.00
CASP14	NM_012114.2	0.00	1.00	0.00	0.00	0.00	0.00	5.00	4.00	0.00	0.00	7.00	6.00
CASP16	XM_003403459.2	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
CASP2	NM_001224.4,NM_032982.3,NM_032983.3	429.00	243.00	292.00	265.00	398.00	286.00	603.00	444.00	321.00	279.00	280.00	587.00
CASP3	NM_004346.3,NM_032991.2	199.00	142.00	262.00	240.00	154.00	147.00	514.00	397.00	148.00	170.00	267.00	570.00
CASP4	NM_001225.3,NM_033306.2	50.00	8.00	101.00	37.00	49.00	22.00	218.00	70.00	21.00	16.00	97.00	100.00
CASP5	NM_001136109.1,NM_001136110.1,NM_001136112.1,NM_004347.3,XM_006718925.1,rna50349,rna50351	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00
CASP6	NM_001226.3,NM_032992.2,XM_005263271.2	140.00	81.00	109.00	93.00	147.00	93.00	198.00	176.00	108.00	100.00	72.00	226.00
CASP7	NM_001227.4,NM_001267056.1,NM_001267057.1,NM_001267058.1,NM_033338.5,NM_033339.4,NM_033340.3,XM_006718016.1,XM_006718017.1,XM_006718018.1,XM_006718019.1	418.00	219.00	272.00	266.00	363.00	232.00	400.00	497.00	364.00	242.00	238.00	635.00
CASP8	NM_001080124.1,NM_001080125.1,NM_001228.4,NM_033355.3,NM_033356.3,NM_033358.3,XM_005246885.1,XM_005246886.1,XM_005246887.1,XM_005246888.1,XM_005246889.1,XM_005246890.1,XM_005246891.2,XM_005246892.1,XM_005246893.1,XM_005246894.1,XM_005246895.1,XM_005246896.1,XM_006712789.1,XM_006712790.1,XM_006712791.1,XM_006712792.1,XM_006712793.1,rna13457	91.00	66.00	65.00	69.00	75.00	53.00	142.00	127.00	74.00	65.00	51.00	134.00
CASP8AP2	NM_001137667.1,NM_001137668.1,NM_012115.3	236.00	152.00	188.00	157.00	209.00	158.00	325.00	274.00	167.00	200.00	164.00	266.00
CASP9	NM_001229.4,NM_001278054.1,NM_032996.3,XM_005246014.1,rna831,rna833,rna836	91.00	125.00	128.00	83.00	86.00	154.00	254.00	160.00	79.00	117.00	131.00	191.00
CASQ1	NM_001231.4	3.00	4.00	1.00	3.00	2.00	6.00	2.00	10.00	4.00	3.00	1.00	12.00
CASQ2	NM_001232.3	7.00	2.00	11.00	2.00	3.00	6.00	18.00	0.00	3.00	1.00	4.00	1.00
CASR	NM_000388.3,NM_001178065.1,XM_005247836.1,XM_005247837.1,XM_006713789.1,XM_006713790.1	17004.00	9745.00	3590.00	5173.00	14795.00	14307.00	8226.00	12613.00	13056.00	11757.00	3535.00	11859.00
CASS4	NM_001164114.1,NM_001164115.1,NM_001164116.1,NM_020356.3,XM_006723831.1	1.00	1.00	1.00	0.00	0.00	1.00	3.00	3.00	0.00	1.00	1.00	2.00
CAST	NM_001042440.3,NM_001190442.1,NM_001284212.1,NM_001284213.1,NM_173060.3,XM_006714696.1,XM_006714697.1,XM_006714698.1,XM_006714699.1,XM_006714700.1,XM_006714701.1,XM_006714702.1,XM_006714703.1,XM_006714704.1,XM_006714705.1,XM_006714706.1,XM_006714707.1,XM_006714708.1,XM_006714709.1,XM_006714710.1,XM_006714711.1,XM_006714712.1,XM_006714713.1,XM_006714714.1,XM_006714715.1,rna25071	3479.99	2253.71	1874.92	1879.31	3562.75	2536.11	3700.25	3412.98	2482.06	2619.23	1869.93	4016.60
CASZ1	NM_001079843.2,NM_017766.4,XM_005263479.1,XM_006710712.1	57.00	54.00	30.00	82.00	51.00	52.00	75.00	136.00	54.00	70.00	36.00	203.00
CAT	NM_001752.3	775.00	318.00	248.00	139.00	743.00	505.00	540.00	290.00	643.00	357.00	227.00	255.00
CATSPER1	NM_053054.3,XM_005273755.1,rna49112,rna49114	4.00	3.00	2.00	1.00	2.00	0.00	6.00	0.00	0.00	0.00	2.00	1.00
CATSPER2	NM_001282309.1,NM_001282310.1,NM_054020.3,NM_172095.2,rna61109	4.00	3.00	7.00	11.00	7.00	4.00	14.00	22.00	5.00	2.00	9.00	10.00
CATSPER2P1	rna61113	7.00	0.00	1.00	2.00	12.00	0.00	11.00	4.00	3.00	0.00	4.00	13.00
CATSPER3	NM_178019.2	6.00	6.00	5.00	0.00	4.00	0.00	6.00	5.00	3.00	1.00	2.00	3.00
CATSPER4	NM_198137.1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CATSPERB	NM_024764.2	5.00	35.00	8.00	18.00	6.00	28.00	6.00	37.00	5.00	15.00	3.00	25.00
CATSPERD	NM_152784.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CATSPERG	NM_021185.4,XM_005259114.2,XM_005259115.2,XM_005259116.1,XM_005259117.1,XM_005259118.1,XM_006723308.1,XM_006723309.1,XM_006723310.1,XM_006723311.1	3.00	4.00	2.00	7.00	4.00	4.00	4.00	12.00	6.00	3.00	2.00	14.00
CAV1	NM_001172895.1,NM_001172896.1,NM_001172897.1,NM_001753.4	221.00	176.00	1219.00	315.00	191.00	184.00	1731.00	402.00	147.00	247.00	891.00	519.00
CAV2	NM_001206747.1,NM_001206748.1,NM_001233.4,NM_198212.2	105.00	46.00	375.00	86.00	91.00	48.00	576.00	129.00	69.00	48.00	303.00	201.00
CAV3	NM_001234.4,NM_033337.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CBFA2T2	NM_001032999.2,NM_001039709.1,NM_005093.3,XM_006723886.1,XM_006723887.1	1023.00	450.00	472.00	465.00	1002.00	529.00	875.00	791.00	776.00	518.00	380.00	855.00
CBFA2T3	NM_005187.5,NM_175931.2,XM_005256323.2,XM_006721319.1,XM_006721320.1	2.00	2.00	2.00	20.00	5.00	3.00	10.00	47.98	4.00	3.00	2.00	51.00
CBFB	NM_001755.2,NM_022845.2,XM_005256212.2,XM_006721321.1	926.00	551.00	558.00	565.00	753.00	587.00	1021.00	1000.00	678.00	654.00	510.00	1220.00
CBL	NM_005188.3	900.00	522.00	566.00	399.00	799.00	488.00	951.00	681.00	667.00	604.00	476.00	784.00
CBLB	NM_170662.3,XM_005247852.2,XM_005247853.1,XM_006713796.1,XM_006713797.1,rna17725,rna17726	217.00	101.00	187.00	197.00	196.00	117.00	409.00	301.00	138.00	104.00	194.00	350.00
CBLC	NM_001130852.1,NM_012116.3,XM_005258696.1,XM_005258697.1,rna76619	86.00	36.00	47.00	117.00	66.00	42.00	117.00	177.00	53.00	59.00	57.00	239.00
CBLL1	NM_001284291.1,NM_024814.3,XM_006716132.1,rna34436	414.67	246.66	327.21	343.86	409.47	289.84	634.07	596.93	316.41	305.58	312.41	693.17
CBLN1	NM_004352.3	7.00	0.00	2.00	5.00	1.00	1.00	5.00	5.00	2.00	0.00	1.00	10.00
CBLN2	NM_182511.3,XM_006722394.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CBLN3	NM_001039771.2	48.00	36.00	64.00	82.00	41.00	50.00	153.00	155.00	34.00	46.00	71.00	162.00
CBLN4	NM_080617.5,XM_005260291.1,XM_006723704.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CBR1	NM_001286789.1,NM_001757.3	738.34	364.37	451.00	307.00	874.79	471.72	1003.62	561.69	629.65	426.00	485.18	507.33
CBR3	NM_001236.3	17.00	5.04	16.48	5.00	19.17	9.00	28.00	12.15	15.00	7.00	14.00	24.25
CBR3-AS1	rna81390,rna81391,rna81393	61.10	70.12	38.75	21.05	56.95	93.67	115.51	87.48	45.13	72.48	51.15	109.75
CBR4	NM_032783.4,XM_005263315.1,XM_005263316.1,XM_006714391.1,XM_006714392.1	177.00	152.00	205.00	202.00	165.00	184.00	427.00	287.00	179.00	166.00	182.00	323.00
CBS	NM_000071.2,NM_001178008.1,NM_001178009.1,XM_006724057.1	599.65	210.89	395.69	927.00	640.13	186.07	583.62	1402.00	310.67	198.94	182.19	1443.00
CBWD1	NM_001145355.1,NM_001145356.1,NM_018491.3,XM_005251513.2,XM_005251514.1,XM_005251515.1,XM_005251516.2,XM_005251517.2,rna38827,rna38828	378.66	171.73	345.11	396.83	333.60	222.09	627.91	638.00	279.36	190.28	296.31	598.63
CBWD2	NM_172003.3,XM_005263600.2,XM_005263602.2,XM_005263603.2,XM_005263604.2,XM_005263605.1,XM_005263606.2,rna11719,rna11720	349.40	263.07	417.78	380.14	334.67	263.96	800.44	779.85	231.10	337.44	343.35	746.05
CBWD3	NM_201453.2,XM_005251991.2,XM_005277637.2,XM_005277639.2,XM_005277640.2,XM_005277641.2,XM_006717116.1,rna39939,rna39940	147.22	186.66	215.87	385.41	133.69	160.55	339.09	666.31	98.47	222.06	139.19	621.96
CBWD5	NM_001024916.3,NM_001286835.1,NM_001286836.1,XM_005272748.1,XM_005272749.1,XM_005272750.1,XM_005272751.1,XM_005272754.2,XM_005272755.2,XM_006716914.1,XM_006716915.1,rna39883,rna39885,rna39891	219.47	181.58	174.04	245.92	184.01	184.24	312.34	381.60	133.63	273.14	144.74	437.55
CBWD6	NM_001085457.1,XM_006716848.1,XM_006716849.1,XM_006716850.1	42.25	16.96	40.20	62.71	38.04	33.16	60.22	81.24	34.43	20.07	25.41	105.82
CBX1	NM_001127228.1,NM_006807.4	1208.00	749.00	1232.58	772.00	986.00	766.00	2261.00	1337.00	845.00	964.89	1094.00	1549.75
CBX2	NM_005189.2,NM_032647.3,XM_006722140.1	21.00	10.00	22.00	44.00	18.00	11.00	73.00	85.00	17.00	9.00	33.00	118.00
CBX3	NM_007276.4,NM_016587.3,XM_005249611.1,XM_005249612.1	1254.00	614.00	1135.00	1025.00	1064.00	633.00	2084.00	1635.00	897.00	707.00	1048.00	1732.00
CBX3P2	rna71894	1.00	0.00	1.00	1.00	2.00	4.00	3.00	4.00	0.00	1.00	3.00	2.00
CBX4	NM_003655.2	361.00	303.00	345.00	413.00	364.00	290.00	721.00	773.00	278.00	293.00	298.00	881.00
CBX5	NM_001127321.1,NM_001127322.1,NM_012117.2	2923.00	2040.93	2444.00	2683.00	2794.00	2161.00	4049.00	4040.00	1924.00	2512.00	1840.00	4175.00
CBX6	NM_014292.3,XM_005261412.2	3646.00	1747.00	2847.00	2779.00	3431.00	2092.00	5811.00	5600.00	2769.00	2070.00	2427.00	5542.00
CBX7	NM_175709.3,XM_005261413.2,XM_006724174.1,XM_006724175.1,XM_006724176.1,XM_006724177.1,XM_006724178.1	2848.00	1661.00	852.00	836.00	2477.00	1869.00	1673.00	1738.00	2092.00	1705.00	723.00	1645.00
CBX8	NM_020649.2	69.00	37.00	52.00	118.00	62.00	34.00	124.00	213.00	52.00	47.00	50.00	213.00
CBY1	NM_001002880.1,NM_015373.3	286.00	254.00	282.00	235.00	283.00	279.00	453.00	469.00	225.00	294.00	245.00	455.00
CBY3	NM_001164444.1,XM_006714913.1	2.00	2.00	1.00	0.00	3.00	1.00	0.00	1.00	3.00	2.00	1.00	2.00
CC2D1A	NM_017721.4,XM_005259972.1,XM_005259973.1,XM_005259974.1,XM_005259975.1	1104.00	799.00	832.00	1107.00	1030.00	826.00	1696.00	2093.00	843.00	853.00	724.00	2285.00
CC2D1B	NM_032449.2,XM_005270590.1,XM_005270591.1,XM_005270593.1,XM_006710422.1,XM_006710423.1	371.00	459.00	522.00	552.00	413.00	507.00	1013.00	960.00	295.00	531.00	452.00	1072.00
CC2D2A	NM_001080522.2,NM_001164720.1,NM_020785.2,XM_005248177.1,XM_005248179.2,XM_006713970.1	223.00	91.00	128.00	47.00	240.00	103.00	267.00	136.00	164.00	83.00	117.00	130.00
CC2D2B	NM_001001732.3,NM_001159747.1,XM_006717833.1,XM_006717834.1	1.00	1.00	1.00	1.00	3.00	0.00	2.00	1.00	0.00	2.00	0.00	0.00
CCAR1	NM_001282959.1,NM_001282960.1,NM_018237.3,rna44157	431.00	292.00	579.00	594.00	451.00	335.00	1028.00	981.00	318.00	329.00	524.00	1183.97
CCAR2	NM_021174.5,rna36325	1694.59	999.35	1440.36	1326.64	1482.50	1151.00	2864.72	2395.10	1171.81	1135.00	1252.46	2806.61
CCAT1	rna38188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CCAT2	rna38190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CCBE1	NM_133459.3,XM_005266648.1,XM_005266649.2,XM_006722393.1	12.00	3.00	27.00	18.00	4.00	8.00	44.00	27.00	7.00	6.00	25.00	45.00
CCBL1	NM_001122671.1,NM_001122672.1,NM_001287390.1,NM_004059.4,XM_006717311.1,rna41761	73.00	80.00	63.00	62.00	83.00	103.00	131.00	122.00	73.00	93.00	53.00	92.00
CCBL2	NM_001008661.2,NM_001008662.2	316.84	284.96	314.75	260.24	241.57	321.87	542.41	433.45	224.48	316.75	231.42	470.64
CCDC101	NM_138414.2	96.00	69.00	54.00	88.87	125.00	66.00	108.00	122.00	78.00	81.00	62.00	164.00
CCDC102A	NM_033212.3	275.00	127.00	200.00	155.00	322.00	149.00	417.00	274.00	235.00	165.00	163.00	330.00
CCDC102B	NM_001093729.1,NM_024781.2,XM_005266764.1,XM_005266765.1,XM_005266768.2,XM_006722542.1,XM_006722543.1,XM_006722544.1,XM_006722545.1,XM_006722546.1,rna73093,rna73094,rna73100	20.00	10.00	30.00	19.00	21.00	9.00	43.00	17.00	14.00	12.00	18.00	20.00
CCDC103	NM_001258395.1,NM_001258396.1,NM_001258397.1,NM_001258398.1,NM_001258399.1,NM_213607.2	107.00	26.00	32.00	64.00	84.00	25.00	80.00	92.00	79.00	30.00	27.00	94.00
CCDC104	NM_001282761.1,NM_080667.6,XM_005264120.1	523.00	337.00	399.00	375.00	441.00	450.00	852.00	632.00	375.00	421.00	355.00	721.00
CCDC105	NM_173482.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CCDC106	NM_013301.2,XM_005258827.1,XM_005258828.1	163.00	67.00	158.00	162.00	146.00	106.00	246.00	293.00	114.00	91.00	138.00	237.00
CCDC107	NM_001195200.1,NM_001195201.1,NM_001195217.1,NM_174923.2,XM_005251403.2	192.65	101.14	150.16	114.53	193.19	110.18	241.52	200.72	142.85	115.19	95.39	231.00
CCDC108	NM_001278295.1,NM_001278296.1,NM_152389.3,NM_194302.3,XM_006712396.1,XM_006712397.1	0.00	1.00	4.00	4.00	0.00	0.00	7.00	7.00	0.00	0.00	4.00	3.00
CCDC109B	NM_017918.4,XM_006714246.1	110.00	24.00	94.00	87.00	85.00	15.00	137.00	105.00	89.00	26.00	78.00	191.00
CCDC11	NM_145020.3,XM_006722419.1	11.00	13.00	16.00	17.00	13.00	11.00	17.00	20.00	11.00	20.00	13.00	21.00
CCDC110	NM_001145411.1,NM_152775.3,XM_005262891.1,XM_006714172.1,XM_006714173.1,rna23423	22.00	21.00	23.00	14.00	15.00	27.00	28.00	17.00	19.00	16.00	17.00	28.00
CCDC112	NM_001040440.2,NM_152549.2,XM_005271908.1	56.00	35.00	53.00	49.00	70.00	38.00	112.00	92.00	49.00	36.00	72.00	135.00
CCDC113	NM_001142302.1,NM_014157.3	128.00	101.00	38.00	56.00	182.00	146.00	69.00	164.00	108.00	95.00	29.00	147.00
CCDC114	NM_144577.3,XM_005259413.1,XM_005259414.1,XM_005259415.1,XM_005259416.2,XM_006723504.1,rna76988	4.00	14.00	6.00	11.00	8.00	21.00	7.00	39.00	5.00	14.00	8.00	43.00
CCDC115	NM_032357.3,XM_005263825.1,rna12038,rna12041	540.00	412.00	344.00	302.00	568.00	477.00	665.00	610.00	444.00	475.00	318.00	691.00
CCDC116	NM_152612.2,XM_006724159.1,XM_006724160.1	1.00	1.00	2.00	0.00	1.00	0.00	7.00	3.00	1.00	0.00	0.00	5.00
CCDC117	NM_001284263.1,NM_001284264.1,NM_001284265.1,NM_173510.3	663.00	393.00	416.00	368.00	580.00	437.00	741.00	596.00	503.00	438.00	373.00	703.00
CCDC12	NM_001277074.1,NM_144716.5,XM_006712991.1,XM_006712992.1,rna16315	603.00	417.00	436.00	400.00	513.00	431.00	758.00	696.00	414.00	442.00	334.00	751.00
CCDC120	NM_001163321.2,NM_001163322.2,NM_001163323.2,NM_001271835.1,NM_001271836.1,NM_033626.3	248.00	113.00	164.00	175.00	208.00	153.00	354.00	301.00	182.00	167.00	142.00	418.00
CCDC121	NM_001142683.2,NM_024584.4,XM_005264560.1	73.00	51.00	31.00	33.00	67.00	59.00	54.00	61.00	56.00	50.00	33.00	75.00
CCDC122	NM_144974.3,XM_005266273.1	38.00	25.00	44.00	28.00	48.00	16.00	81.00	60.00	39.00	20.00	36.00	50.00
CCDC124	NM_001136203.1,NM_138442.3	803.00	575.00	669.00	642.00	771.00	634.00	1279.00	1117.00	499.00	622.00	597.00	1294.00
